id_vuelta,nombre_piloto,circuito,numero_vuelta,tiempo_vuelta
63,Max Verstappen,Circuito de Albert Park,4,82.86
64,Sergio Perez,Circuito de Albert Park,4,80.09
65,Charles Leclerc,Circuito de Albert Park,4,80.73
66,Carlos Sainz,Circuito de Albert Park,4,80.07
67,Lando Norris,Circuito de Albert Park,4,83.04
68,Daniel Ricciardo,Circuito de Albert Park,4,82.0
69,Fernando Alonso,Circuito de Albert Park,4,80.62
70,Lance Stroll,Circuito de Albert Park,4,81.6
71,Esteban Ocon,Circuito de Albert Park,4,84.6
72,Pierre Gasly,Circuito de Albert Park,4,80.48
73,Valtteri Bottas,Circuito de Albert Park,4,82.65
74,Zhou Guanyu,Circuito de Albert Park,4,80.4
75,Kevin Magnussen,Circuito de Albert Park,4,83.65
76,Mick Schumacher,Circuito de Albert Park,4,82.97
77,Yuki Tsunoda,Circuito de Albert Park,4,82.39
78,Nyck de Vries,Circuito de Albert Park,4,84.53
79,Alexander Albon,Circuito de Albert Park,4,81.83
80,Logan Sargeant,Circuito de Albert Park,4,80.77
81,Lewis Hamilton,Circuito de Albert Park,5,80.65
82,George Russell,Circuito de Albert Park,5,83.11
83,Max Verstappen,Circuito de Albert Park,5,80.78
84,Sergio Perez,Circuito de Albert Park,5,84.3
85,Charles Leclerc,Circuito de Albert Park,5,83.11
86,Carlos Sainz,Circuito de Albert Park,5,82.47
87,Lando Norris,Circuito de Albert Park,5,80.73
88,Daniel Ricciardo,Circuito de Albert Park,5,83.9
89,Fernando Alonso,Circuito de Albert Park,5,80.18
90,Lance Stroll,Circuito de Albert Park,5,80.34
91,Esteban Ocon,Circuito de Albert Park,5,81.84
92,Pierre Gasly,Circuito de Albert Park,5,83.99
93,Valtteri Bottas,Circuito de Albert Park,5,83.97
94,Zhou Guanyu,Circuito de Albert Park,5,84.14
95,Kevin Magnussen,Circuito de Albert Park,5,84.91
96,Mick Schumacher,Circuito de Albert Park,5,81.12
97,Yuki Tsunoda,Circuito de Albert Park,5,80.92
98,Nyck de Vries,Circuito de Albert Park,5,83.02
99,Alexander Albon,Circuito de Albert Park,5,82.24
100,Logan Sargeant,Circuito de Albert Park,5,81.08
101,Lewis Hamilton,Circuito de Albert Park,6,83.93
102,George Russell,Circuito de Albert Park,6,84.4
103,Max Verstappen,Circuito de Albert Park,6,82.58
104,Sergio Perez,Circuito de Albert Park,6,83.29
105,Charles Leclerc,Circuito de Albert Park,6,81.29
106,Carlos Sainz,Circuito de Albert Park,6,81.05
107,Lando Norris,Circuito de Albert Park,6,82.9
108,Daniel Ricciardo,Circuito de Albert Park,6,82.88
109,Fernando Alonso,Circuito de Albert Park,6,82.98
110,Lance Stroll,Circuito de Albert Park,6,81.66
111,Esteban Ocon,Circuito de Albert Park,6,83.22
112,Pierre Gasly,Circuito de Albert Park,6,84.45
113,Valtteri Bottas,Circuito de Albert Park,6,84.91
114,Zhou Guanyu,Circuito de Albert Park,6,81.66
115,Kevin Magnussen,Circuito de Albert Park,6,80.5
116,Mick Schumacher,Circuito de Albert Park,6,81.34
117,Yuki Tsunoda,Circuito de Albert Park,6,83.06
118,Nyck de Vries,Circuito de Albert Park,6,81.15
119,Alexander Albon,Circuito de Albert Park,6,84.23
120,Logan Sargeant,Circuito de Albert Park,6,82.05
121,Lewis Hamilton,Circuito de Albert Park,7,83.83
122,George Russell,Circuito de Albert Park,7,81.58
123,Max Verstappen,Circuito de Albert Park,7,80.43
124,Sergio Perez,Circuito de Albert Park,7,83.52
125,Charles Leclerc,Circuito de Albert Park,7,82.66
126,Carlos Sainz,Circuito de Albert Park,7,82.63
127,Lando Norris,Circuito de Albert Park,7,83.47
128,Daniel Ricciardo,Circuito de Albert Park,7,84.55
129,Fernando Alonso,Circuito de Albert Park,7,84.04
130,Lance Stroll,Circuito de Albert Park,7,83.87
131,Esteban Ocon,Circuito de Albert Park,7,84.92
132,Pierre Gasly,Circuito de Albert Park,7,83.93
133,Valtteri Bottas,Circuito de Albert Park,7,81.35
134,Zhou Guanyu,Circuito de Albert Park,7,80.21
135,Kevin Magnussen,Circuito de Albert Park,7,84.52
136,Mick Schumacher,Circuito de Albert Park,7,83.22
137,Yuki Tsunoda,Circuito de Albert Park,7,82.33
138,Nyck de Vries,Circuito de Albert Park,7,81.99
139,Alexander Albon,Circuito de Albert Park,7,83.35
140,Logan Sargeant,Circuito de Albert Park,7,82.94
141,Lewis Hamilton,Circuito de Albert Park,8,82.09
142,George Russell,Circuito de Albert Park,8,82.95
143,Max Verstappen,Circuito de Albert Park,8,84.15
144,Sergio Perez,Circuito de Albert Park,8,83.48
145,Charles Leclerc,Circuito de Albert Park,8,84.37
146,Carlos Sainz,Circuito de Albert Park,8,83.05
147,Lando Norris,Circuito de Albert Park,8,81.24
148,Daniel Ricciardo,Circuito de Albert Park,8,84.04
149,Fernando Alonso,Circuito de Albert Park,8,80.75
150,Lance Stroll,Circuito de Albert Park,8,84.02
151,Esteban Ocon,Circuito de Albert Park,8,84.84
152,Pierre Gasly,Circuito de Albert Park,8,80.46
153,Valtteri Bottas,Circuito de Albert Park,8,84.79
154,Zhou Guanyu,Circuito de Albert Park,8,80.74
155,Kevin Magnussen,Circuito de Albert Park,8,84.29
156,Mick Schumacher,Circuito de Albert Park,8,82.36
157,Yuki Tsunoda,Circuito de Albert Park,8,83.0
158,Nyck de Vries,Circuito de Albert Park,8,81.84
159,Alexander Albon,Circuito de Albert Park,8,80.16
160,Logan Sargeant,Circuito de Albert Park,8,82.4
161,Lewis Hamilton,Circuito de Albert Park,9,83.39
162,George Russell,Circuito de Albert Park,9,80.95
163,Max Verstappen,Circuito de Albert Park,9,80.02
164,Sergio Perez,Circuito de Albert Park,9,82.45
165,Charles Leclerc,Circuito de Albert Park,9,80.1
166,Carlos Sainz,Circuito de Albert Park,9,84.02
167,Lando Norris,Circuito de Albert Park,9,83.75
168,Daniel Ricciardo,Circuito de Albert Park,9,81.89
169,Fernando Alonso,Circuito de Albert Park,9,82.3
170,Lance Stroll,Circuito de Albert Park,9,82.77
171,Esteban Ocon,Circuito de Albert Park,9,84.26
172,Pierre Gasly,Circuito de Albert Park,9,81.92
173,Valtteri Bottas,Circuito de Albert Park,9,83.02
174,Zhou Guanyu,Circuito de Albert Park,9,84.2
175,Kevin Magnussen,Circuito de Albert Park,9,82.9
176,Mick Schumacher,Circuito de Albert Park,9,81.51
177,Yuki Tsunoda,Circuito de Albert Park,9,81.95
178,Nyck de Vries,Circuito de Albert Park,9,82.78
179,Alexander Albon,Circuito de Albert Park,9,84.6
180,Logan Sargeant,Circuito de Albert Park,9,84.48
181,Lewis Hamilton,Circuito de Albert Park,10,82.42
182,George Russell,Circuito de Albert Park,10,84.85
183,Max Verstappen,Circuito de Albert Park,10,81.7
184,Sergio Perez,Circuito de Albert Park,10,81.3
185,Charles Leclerc,Circuito de Albert Park,10,82.75
186,Carlos Sainz,Circuito de Albert Park,10,82.74
187,Lando Norris,Circuito de Albert Park,10,83.02
188,Daniel Ricciardo,Circuito de Albert Park,10,84.58
189,Fernando Alonso,Circuito de Albert Park,10,80.05
190,Lance Stroll,Circuito de Albert Park,10,81.2
191,Esteban Ocon,Circuito de Albert Park,10,80.69
192,Pierre Gasly,Circuito de Albert Park,10,83.13
193,Valtteri Bottas,Circuito de Albert Park,10,84.25
194,Zhou Guanyu,Circuito de Albert Park,10,81.03
195,Kevin Magnussen,Circuito de Albert Park,10,81.74
196,Mick Schumacher,Circuito de Albert Park,10,81.94
197,Yuki Tsunoda,Circuito de Albert Park,10,83.73
198,Nyck de Vries,Circuito de Albert Park,10,81.26
199,Alexander Albon,Circuito de Albert Park,10,84.97
200,Logan Sargeant,Circuito de Albert Park,10,82.3
201,Lewis Hamilton,Circuito de Albert Park,11,82.38
202,George Russell,Circuito de Albert Park,11,82.33
203,Max Verstappen,Circuito de Albert Park,11,84.77
204,Sergio Perez,Circuito de Albert Park,11,80.4
205,Charles Leclerc,Circuito de Albert Park,11,81.41
206,Carlos Sainz,Circuito de Albert Park,11,84.02
207,Lando Norris,Circuito de Albert Park,11,80.95
208,Daniel Ricciardo,Circuito de Albert Park,11,84.44
209,Fernando Alonso,Circuito de Albert Park,11,82.0
210,Lance Stroll,Circuito de Albert Park,11,80.75
211,Esteban Ocon,Circuito de Albert Park,11,80.79
212,Pierre Gasly,Circuito de Albert Park,11,83.94
213,Valtteri Bottas,Circuito de Albert Park,11,81.4
214,Zhou Guanyu,Circuito de Albert Park,11,82.21
215,Kevin Magnussen,Circuito de Albert Park,11,84.13
216,Mick Schumacher,Circuito de Albert Park,11,83.69
217,Yuki Tsunoda,Circuito de Albert Park,11,80.94
218,Nyck de Vries,Circuito de Albert Park,11,80.02
219,Alexander Albon,Circuito de Albert Park,11,80.89
220,Logan Sargeant,Circuito de Albert Park,11,84.08
221,Lewis Hamilton,Circuito de Albert Park,12,81.55
222,George Russell,Circuito de Albert Park,12,82.02
223,Max Verstappen,Circuito de Albert Park,12,80.08
224,Sergio Perez,Circuito de Albert Park,12,82.81
225,Charles Leclerc,Circuito de Albert Park,12,84.33
226,Carlos Sainz,Circuito de Albert Park,12,82.05
227,Lando Norris,Circuito de Albert Park,12,80.03
228,Daniel Ricciardo,Circuito de Albert Park,12,84.98
229,Fernando Alonso,Circuito de Albert Park,12,84.13
230,Lance Stroll,Circuito de Albert Park,12,82.76
231,Esteban Ocon,Circuito de Albert Park,12,82.83
232,Pierre Gasly,Circuito de Albert Park,12,83.23
233,Valtteri Bottas,Circuito de Albert Park,12,80.9
234,Zhou Guanyu,Circuito de Albert Park,12,81.14
235,Kevin Magnussen,Circuito de Albert Park,12,82.27
236,Mick Schumacher,Circuito de Albert Park,12,84.41
237,Yuki Tsunoda,Circuito de Albert Park,12,81.54
238,Nyck de Vries,Circuito de Albert Park,12,83.91
239,Alexander Albon,Circuito de Albert Park,12,80.67
240,Logan Sargeant,Circuito de Albert Park,12,80.68
241,Lewis Hamilton,Circuito de Albert Park,13,82.0
242,George Russell,Circuito de Albert Park,13,83.94
243,Max Verstappen,Circuito de Albert Park,13,80.82
244,Sergio Perez,Circuito de Albert Park,13,84.03
245,Charles Leclerc,Circuito de Albert Park,13,82.48
246,Carlos Sainz,Circuito de Albert Park,13,81.16
247,Lando Norris,Circuito de Albert Park,13,81.69
248,Daniel Ricciardo,Circuito de Albert Park,13,84.14
249,Fernando Alonso,Circuito de Albert Park,13,84.03
250,Lance Stroll,Circuito de Albert Park,13,84.49
251,Esteban Ocon,Circuito de Albert Park,13,83.02
252,Pierre Gasly,Circuito de Albert Park,13,81.28
253,Valtteri Bottas,Circuito de Albert Park,13,84.22
254,Zhou Guanyu,Circuito de Albert Park,13,81.48
255,Kevin Magnussen,Circuito de Albert Park,13,80.12
256,Mick Schumacher,Circuito de Albert Park,13,84.15
257,Yuki Tsunoda,Circuito de Albert Park,13,80.24
258,Nyck de Vries,Circuito de Albert Park,13,82.91
259,Alexander Albon,Circuito de Albert Park,13,84.67
260,Logan Sargeant,Circuito de Albert Park,13,80.16
261,Lewis Hamilton,Circuito de Albert Park,14,81.25
262,George Russell,Circuito de Albert Park,14,81.78
263,Max Verstappen,Circuito de Albert Park,14,82.79
264,Sergio Perez,Circuito de Albert Park,14,81.92
265,Charles Leclerc,Circuito de Albert Park,14,83.32
266,Carlos Sainz,Circuito de Albert Park,14,84.51
267,Lando Norris,Circuito de Albert Park,14,80.22
268,Daniel Ricciardo,Circuito de Albert Park,14,84.18
269,Fernando Alonso,Circuito de Albert Park,14,80.15
270,Lance Stroll,Circuito de Albert Park,14,84.1
271,Esteban Ocon,Circuito de Albert Park,14,82.34
272,Pierre Gasly,Circuito de Albert Park,14,80.19
273,Valtteri Bottas,Circuito de Albert Park,14,83.74
274,Zhou Guanyu,Circuito de Albert Park,14,80.85
275,Kevin Magnussen,Circuito de Albert Park,14,80.28
276,Mick Schumacher,Circuito de Albert Park,14,83.27
277,Yuki Tsunoda,Circuito de Albert Park,14,80.13
278,Nyck de Vries,Circuito de Albert Park,14,81.9
279,Alexander Albon,Circuito de Albert Park,14,82.99
280,Logan Sargeant,Circuito de Albert Park,14,81.89
281,Lewis Hamilton,Circuito de Albert Park,15,83.78
282,George Russell,Circuito de Albert Park,15,82.32
283,Max Verstappen,Circuito de Albert Park,15,81.38
284,Sergio Perez,Circuito de Albert Park,15,83.52
285,Charles Leclerc,Circuito de Albert Park,15,82.84
286,Carlos Sainz,Circuito de Albert Park,15,83.37
287,Lando Norris,Circuito de Albert Park,15,80.64
288,Daniel Ricciardo,Circuito de Albert Park,15,81.73
289,Fernando Alonso,Circuito de Albert Park,15,84.31
290,Lance Stroll,Circuito de Albert Park,15,82.11
291,Esteban Ocon,Circuito de Albert Park,15,82.8
292,Pierre Gasly,Circuito de Albert Park,15,83.07
293,Valtteri Bottas,Circuito de Albert Park,15,84.5
294,Zhou Guanyu,Circuito de Albert Park,15,82.45
295,Kevin Magnussen,Circuito de Albert Park,15,81.47
296,Mick Schumacher,Circuito de Albert Park,15,84.78
297,Yuki Tsunoda,Circuito de Albert Park,15,84.85
298,Nyck de Vries,Circuito de Albert Park,15,82.52
299,Alexander Albon,Circuito de Albert Park,15,82.03
300,Logan Sargeant,Circuito de Albert Park,15,83.01
301,Lewis Hamilton,Circuito de Albert Park,16,83.45
302,George Russell,Circuito de Albert Park,16,81.53
303,Max Verstappen,Circuito de Albert Park,16,82.84
304,Sergio Perez,Circuito de Albert Park,16,84.95
305,Charles Leclerc,Circuito de Albert Park,16,81.55
306,Carlos Sainz,Circuito de Albert Park,16,83.31
307,Lando Norris,Circuito de Albert Park,16,84.66
308,Daniel Ricciardo,Circuito de Albert Park,16,82.66
309,Fernando Alonso,Circuito de Albert Park,16,80.5
310,Lance Stroll,Circuito de Albert Park,16,80.88
311,Esteban Ocon,Circuito de Albert Park,16,82.16
312,Pierre Gasly,Circuito de Albert Park,16,82.34
313,Valtteri Bottas,Circuito de Albert Park,16,80.79
314,Zhou Guanyu,Circuito de Albert Park,16,81.76
315,Kevin Magnussen,Circuito de Albert Park,16,84.73
316,Mick Schumacher,Circuito de Albert Park,16,80.21
317,Yuki Tsunoda,Circuito de Albert Park,16,80.78
318,Nyck de Vries,Circuito de Albert Park,16,84.06
319,Alexander Albon,Circuito de Albert Park,16,83.9
320,Logan Sargeant,Circuito de Albert Park,16,82.91
321,Lewis Hamilton,Circuito de Albert Park,17,82.08
322,George Russell,Circuito de Albert Park,17,84.04
323,Max Verstappen,Circuito de Albert Park,17,84.34
324,Sergio Perez,Circuito de Albert Park,17,84.87
325,Charles Leclerc,Circuito de Albert Park,17,84.41
326,Carlos Sainz,Circuito de Albert Park,17,83.44
327,Lando Norris,Circuito de Albert Park,17,80.87
328,Daniel Ricciardo,Circuito de Albert Park,17,82.11
329,Fernando Alonso,Circuito de Albert Park,17,80.19
330,Lance Stroll,Circuito de Albert Park,17,81.46
331,Esteban Ocon,Circuito de Albert Park,17,81.73
332,Pierre Gasly,Circuito de Albert Park,17,81.79
333,Valtteri Bottas,Circuito de Albert Park,17,82.72
334,Zhou Guanyu,Circuito de Albert Park,17,83.95
335,Kevin Magnussen,Circuito de Albert Park,17,81.92
336,Mick Schumacher,Circuito de Albert Park,17,83.08
337,Yuki Tsunoda,Circuito de Albert Park,17,82.53
338,Nyck de Vries,Circuito de Albert Park,17,80.09
339,Alexander Albon,Circuito de Albert Park,17,82.75
340,Logan Sargeant,Circuito de Albert Park,17,82.5
341,Lewis Hamilton,Circuito de Albert Park,18,84.28
342,George Russell,Circuito de Albert Park,18,80.96
343,Max Verstappen,Circuito de Albert Park,18,81.43
344,Sergio Perez,Circuito de Albert Park,18,83.61
345,Charles Leclerc,Circuito de Albert Park,18,82.97
346,Carlos Sainz,Circuito de Albert Park,18,84.32
347,Lando Norris,Circuito de Albert Park,18,81.01
348,Daniel Ricciardo,Circuito de Albert Park,18,84.35
349,Fernando Alonso,Circuito de Albert Park,18,83.6
350,Lance Stroll,Circuito de Albert Park,18,81.39
351,Esteban Ocon,Circuito de Albert Park,18,83.56
352,Pierre Gasly,Circuito de Albert Park,18,84.1
353,Valtteri Bottas,Circuito de Albert Park,18,83.19
354,Zhou Guanyu,Circuito de Albert Park,18,84.11
355,Kevin Magnussen,Circuito de Albert Park,18,80.9
356,Mick Schumacher,Circuito de Albert Park,18,82.43
357,Yuki Tsunoda,Circuito de Albert Park,18,81.43
358,Nyck de Vries,Circuito de Albert Park,18,82.69
359,Alexander Albon,Circuito de Albert Park,18,82.39
360,Logan Sargeant,Circuito de Albert Park,18,81.85
361,Lewis Hamilton,Circuito de Albert Park,19,83.46
362,George Russell,Circuito de Albert Park,19,81.3
363,Max Verstappen,Circuito de Albert Park,19,83.96
364,Sergio Perez,Circuito de Albert Park,19,80.9
365,Charles Leclerc,Circuito de Albert Park,19,80.07
366,Carlos Sainz,Circuito de Albert Park,19,80.95
367,Lando Norris,Circuito de Albert Park,19,84.85
368,Daniel Ricciardo,Circuito de Albert Park,19,82.45
369,Fernando Alonso,Circuito de Albert Park,19,84.0
370,Lance Stroll,Circuito de Albert Park,19,81.38
371,Esteban Ocon,Circuito de Albert Park,19,82.51
372,Pierre Gasly,Circuito de Albert Park,19,83.12
373,Valtteri Bottas,Circuito de Albert Park,19,81.12
374,Zhou Guanyu,Circuito de Albert Park,19,84.17
375,Kevin Magnussen,Circuito de Albert Park,19,82.67
376,Mick Schumacher,Circuito de Albert Park,19,83.3
377,Yuki Tsunoda,Circuito de Albert Park,19,80.54
378,Nyck de Vries,Circuito de Albert Park,19,84.87
379,Alexander Albon,Circuito de Albert Park,19,81.18
380,Logan Sargeant,Circuito de Albert Park,19,80.87
381,Lewis Hamilton,Circuito de Albert Park,20,80.67
382,George Russell,Circuito de Albert Park,20,84.49
383,Max Verstappen,Circuito de Albert Park,20,84.74
384,Sergio Perez,Circuito de Albert Park,20,84.55
385,Charles Leclerc,Circuito de Albert Park,20,84.54
386,Carlos Sainz,Circuito de Albert Park,20,84.84
387,Lando Norris,Circuito de Albert Park,20,82.13
388,Daniel Ricciardo,Circuito de Albert Park,20,82.1
389,Fernando Alonso,Circuito de Albert Park,20,82.48
390,Lance Stroll,Circuito de Albert Park,20,82.08
391,Esteban Ocon,Circuito de Albert Park,20,80.89
392,Pierre Gasly,Circuito de Albert Park,20,82.23
393,Valtteri Bottas,Circuito de Albert Park,20,84.51
394,Zhou Guanyu,Circuito de Albert Park,20,80.63
395,Kevin Magnussen,Circuito de Albert Park,20,84.93
396,Mick Schumacher,Circuito de Albert Park,20,81.7
397,Yuki Tsunoda,Circuito de Albert Park,20,82.58
398,Nyck de Vries,Circuito de Albert Park,20,81.89
399,Alexander Albon,Circuito de Albert Park,20,82.17
400,Logan Sargeant,Circuito de Albert Park,20,81.91
401,Lewis Hamilton,Circuito de Albert Park,21,82.08
402,George Russell,Circuito de Albert Park,21,82.92
403,Max Verstappen,Circuito de Albert Park,21,80.26
404,Sergio Perez,Circuito de Albert Park,21,80.0
405,Charles Leclerc,Circuito de Albert Park,21,80.57
406,Carlos Sainz,Circuito de Albert Park,21,83.05
407,Lando Norris,Circuito de Albert Park,21,80.54
408,Daniel Ricciardo,Circuito de Albert Park,21,81.54
409,Fernando Alonso,Circuito de Albert Park,21,84.8
410,Lance Stroll,Circuito de Albert Park,21,80.72
411,Esteban Ocon,Circuito de Albert Park,21,80.89
412,Pierre Gasly,Circuito de Albert Park,21,81.6
413,Valtteri Bottas,Circuito de Albert Park,21,83.57
414,Zhou Guanyu,Circuito de Albert Park,21,81.6
415,Kevin Magnussen,Circuito de Albert Park,21,82.72
416,Mick Schumacher,Circuito de Albert Park,21,81.39
417,Yuki Tsunoda,Circuito de Albert Park,21,80.31
418,Nyck de Vries,Circuito de Albert Park,21,83.89
419,Alexander Albon,Circuito de Albert Park,21,84.96
420,Logan Sargeant,Circuito de Albert Park,21,83.5
421,Lewis Hamilton,Circuito de Albert Park,22,80.43
422,George Russell,Circuito de Albert Park,22,82.11
423,Max Verstappen,Circuito de Albert Park,22,84.57
424,Sergio Perez,Circuito de Albert Park,22,83.5
425,Charles Leclerc,Circuito de Albert Park,22,80.43
426,Carlos Sainz,Circuito de Albert Park,22,81.13
427,Lando Norris,Circuito de Albert Park,22,81.69
428,Daniel Ricciardo,Circuito de Albert Park,22,83.74
429,Fernando Alonso,Circuito de Albert Park,22,80.46
430,Lance Stroll,Circuito de Albert Park,22,84.71
431,Esteban Ocon,Circuito de Albert Park,22,81.09
432,Pierre Gasly,Circuito de Albert Park,22,81.88
433,Valtteri Bottas,Circuito de Albert Park,22,84.56
434,Zhou Guanyu,Circuito de Albert Park,22,84.43
435,Kevin Magnussen,Circuito de Albert Park,22,80.53
436,Mick Schumacher,Circuito de Albert Park,22,80.07
437,Yuki Tsunoda,Circuito de Albert Park,22,81.91
438,Nyck de Vries,Circuito de Albert Park,22,82.65
439,Alexander Albon,Circuito de Albert Park,22,80.09
440,Logan Sargeant,Circuito de Albert Park,22,83.95
441,Lewis Hamilton,Circuito de Albert Park,23,81.18
442,George Russell,Circuito de Albert Park,23,83.64
443,Max Verstappen,Circuito de Albert Park,23,84.35
444,Sergio Perez,Circuito de Albert Park,23,83.04
445,Charles Leclerc,Circuito de Albert Park,23,83.75
446,Carlos Sainz,Circuito de Albert Park,23,83.13
447,Lando Norris,Circuito de Albert Park,23,84.5
448,Daniel Ricciardo,Circuito de Albert Park,23,82.83
449,Fernando Alonso,Circuito de Albert Park,23,81.83
450,Lance Stroll,Circuito de Albert Park,23,83.64
451,Esteban Ocon,Circuito de Albert Park,23,80.72
452,Pierre Gasly,Circuito de Albert Park,23,80.54
453,Valtteri Bottas,Circuito de Albert Park,23,80.37
454,Zhou Guanyu,Circuito de Albert Park,23,83.46
455,Kevin Magnussen,Circuito de Albert Park,23,83.87
456,Mick Schumacher,Circuito de Albert Park,23,83.04
457,Yuki Tsunoda,Circuito de Albert Park,23,84.18
458,Nyck de Vries,Circuito de Albert Park,23,83.35
459,Alexander Albon,Circuito de Albert Park,23,81.52
460,Logan Sargeant,Circuito de Albert Park,23,81.0
461,Lewis Hamilton,Circuito de Albert Park,24,84.15
462,George Russell,Circuito de Albert Park,24,83.95
463,Max Verstappen,Circuito de Albert Park,24,83.01
464,Sergio Perez,Circuito de Albert Park,24,82.4
465,Charles Leclerc,Circuito de Albert Park,24,84.55
466,Carlos Sainz,Circuito de Albert Park,24,80.28
467,Lando Norris,Circuito de Albert Park,24,80.21
468,Daniel Ricciardo,Circuito de Albert Park,24,80.98
469,Fernando Alonso,Circuito de Albert Park,24,80.31
470,Lance Stroll,Circuito de Albert Park,24,84.65
471,Esteban Ocon,Circuito de Albert Park,24,84.5
472,Pierre Gasly,Circuito de Albert Park,24,80.66
473,Valtteri Bottas,Circuito de Albert Park,24,80.94
474,Zhou Guanyu,Circuito de Albert Park,24,84.12
475,Kevin Magnussen,Circuito de Albert Park,24,80.11
476,Mick Schumacher,Circuito de Albert Park,24,80.39
477,Yuki Tsunoda,Circuito de Albert Park,24,81.49
478,Nyck de Vries,Circuito de Albert Park,24,80.82
479,Alexander Albon,Circuito de Albert Park,24,84.63
480,Logan Sargeant,Circuito de Albert Park,24,83.35
481,Lewis Hamilton,Circuito de Albert Park,25,80.8
482,George Russell,Circuito de Albert Park,25,82.92
483,Max Verstappen,Circuito de Albert Park,25,84.46
484,Sergio Perez,Circuito de Albert Park,25,82.68
485,Charles Leclerc,Circuito de Albert Park,25,84.49
486,Carlos Sainz,Circuito de Albert Park,25,82.96
487,Lando Norris,Circuito de Albert Park,25,84.31
488,Daniel Ricciardo,Circuito de Albert Park,25,84.11
489,Fernando Alonso,Circuito de Albert Park,25,80.75
490,Lance Stroll,Circuito de Albert Park,25,82.56
491,Esteban Ocon,Circuito de Albert Park,25,80.67
492,Pierre Gasly,Circuito de Albert Park,25,81.2
493,Valtteri Bottas,Circuito de Albert Park,25,84.21
494,Zhou Guanyu,Circuito de Albert Park,25,84.6
495,Kevin Magnussen,Circuito de Albert Park,25,81.78
496,Mick Schumacher,Circuito de Albert Park,25,82.46
497,Yuki Tsunoda,Circuito de Albert Park,25,81.9
498,Nyck de Vries,Circuito de Albert Park,25,81.27
499,Alexander Albon,Circuito de Albert Park,25,84.37
